STATE,RURALITY,MARITAL_STATUS,NUM_DEPENDENTS,INCOME_BAND,HEM
WA,NONMETRO,2,1,386000,1472
WA,NONMETRO,2,2,386000,1557
WA,NONMETRO,2,3,386000,1622
WA,NONMETRO,2,4,386000,1687
WA,NONMETRO,2,5,386000,1752
WA,NONMETRO,2,6,386000,1817
WA,NONMETRO,2,7,386000,1882
WA,NONMETRO,2,8,386000,1947
WA,NONMETRO,2,9,386000,2012
WA,NONMETRO,2,10,386000,2076
WA,NONMETRO,2,0,644000,1395
WA,NONMETRO,2,1,644000,1472
WA,NONMETRO,2,2,644000,1557
WA,NONMETRO,2,3,644000,1622
WA,NONMETRO,2,4,644000,1687
WA,NONMETRO,2,5,644000,1752
WA,NONMETRO,2,6,644000,1817
WA,NONMETRO,2,7,644000,1882
WA,NONMETRO,2,8,644000,1947
WA,NONMETRO,2,9,644000,2012
WA,NONMETRO,2,10,644000,2076
TAS,METRO,1,0,0,313
TAS,METRO,1,1,0,432
TAS,METRO,1,2,0,546
TAS,METRO,1,3,0,674
TAS,METRO,1,4,0,802
TAS,METRO,1,5,0,930
TAS,METRO,1,6,0,1057
TAS,METRO,1,7,0,1185
TAS,METRO,1,8,0,1313
TAS,METRO,1,9,0,1441
TAS,METRO,1,10,0,1569
TAS,METRO,1,0,26000,329
TAS,METRO,1,1,26000,432
TAS,METRO,1,2,26000,546
TAS,METRO,1,3,26000,674
TAS,METRO,1,4,26000,802
TAS,METRO,1,5,26000,930
TAS,METRO,1,6,26000,1057
TAS,METRO,1,7,26000,1185
TAS,METRO,1,8,26000,1313
TAS,METRO,1,9,26000,1441
TAS,METRO,1,10,26000,1569
TAS,METRO,1,0,39000,344
TAS,METRO,1,1,39000,447
TAS,METRO,1,2,39000,560
TAS,METRO,1,3,39000,674
TAS,METRO,1,4,39000,787
TAS,METRO,1,5,39000,900
TAS,METRO,1,6,39000,1013
TAS,METRO,1,7,39000,1126
TAS,METRO,1,8,39000,1240
TAS,METRO,1,9,39000,1353
TAS,METRO,1,10,39000,1466
TAS,METRO,1,0,52000,372
TAS,METRO,1,1,52000,476
TAS,METRO,1,2,52000,589
TAS,METRO,1,3,52000,702
TAS,METRO,1,4,52000,815
TAS,METRO,1,5,52000,928
TAS,METRO,1,6,52000,1041
TAS,METRO,1,7,52000,1154
TAS,METRO,1,8,52000,1267
TAS,METRO,1,9,52000,1381
TAS,METRO,1,10,52000,1494
TAS,METRO,1,0,64000,411
TAS,METRO,1,1,64000,516
TAS,METRO,1,2,64000,629
TAS,METRO,1,3,64000,742
TAS,METRO,1,4,64000,855
TAS,METRO,1,5,64000,968
TAS,METRO,1,6,64000,1081
TAS,METRO,1,7,64000,1194
TAS,METRO,1,8,64000,1306
TAS,METRO,1,9,64000,1419
TAS,METRO,1,10,64000,1532
TAS,METRO,1,0,77000,471
TAS,METRO,1,1,77000,577
TAS,METRO,1,2,77000,689
TAS,METRO,1,3,77000,802
TAS,METRO,1,4,77000,914
TAS,METRO,1,5,77000,1027
TAS,METRO,1,6,77000,1140
TAS,METRO,1,7,77000,1252
TAS,METRO,1,8,77000,1365
TAS,METRO,1,9,77000,1477
TAS,METRO,1,10,77000,1590
TAS,METRO,1,0,103000,558
TAS,METRO,1,1,103000,665
TAS,METRO,1,2,103000,777
TAS,METRO,1,3,103000,890
TAS,METRO,1,4,103000,1002
TAS,METRO,1,5,103000,1114
TAS,METRO,1,6,103000,1226
TAS,METRO,1,7,103000,1339
TAS,METRO,1,8,103000,1451
TAS,METRO,1,9,103000,1563
TAS,METRO,1,10,103000,1675
TAS,METRO,1,0,129000,632
TAS,METRO,1,1,129000,741
TAS,METRO,1,2,129000,853
TAS,METRO,1,3,129000,965
TAS,METRO,1,4,129000,1077
TAS,METRO,1,5,129000,1189
TAS,METRO,1,6,129000,1301
TAS,METRO,1,7,129000,1413
TAS,METRO,1,8,129000,1524
TAS,METRO,1,9,129000,1636
TAS,METRO,1,10,129000,1748
TAS,METRO,1,0,155000,713
TAS,METRO,1,1,155000,824
TAS,METRO,1,2,155000,936
TAS,METRO,1,3,155000,1047
TAS,METRO,1,4,155000,1159
TAS,METRO,1,5,155000,1270
TAS,METRO,1,6,155000,1382
TAS,METRO,1,7,155000,1493
TAS,METRO,1,8,155000,1605
TAS,METRO,1,9,155000,1716
TAS,METRO,1,10,155000,1828
TAS,METRO,1,0,180000,761
TAS,METRO,1,1,180000,872
TAS,METRO,1,2,180000,984
TAS,METRO,1,3,180000,1095
TAS,METRO,1,4,180000,1206
TAS,METRO,1,5,180000,1318
TAS,METRO,1,6,180000,1429
TAS,METRO,1,7,180000,1540
TAS,METRO,1,8,180000,1651
TAS,METRO,1,9,180000,1763
TAS,METRO,1,10,180000,1874
TAS,METRO,1,0,206000,825
TAS,METRO,1,1,206000,939
TAS,METRO,1,2,206000,1050
TAS,METRO,1,3,206000,1160
TAS,METRO,1,4,206000,1271
TAS,METRO,1,5,206000,1382
TAS,METRO,1,6,206000,1493
TAS,METRO,1,7,206000,1604
TAS,METRO,1,8,206000,1715
TAS,METRO,1,9,206000,1826
TAS,METRO,1,10,206000,1937
TAS,METRO,1,0,258000,939
TAS,METRO,1,1,258000,1054
TAS,METRO,1,2,258000,1165
TAS,METRO,1,3,258000,1275
TAS,METRO,1,4,258000,1386
TAS,METRO,1,5,258000,1496
TAS,METRO,1,6,258000,1607
TAS,METRO,1,7,258000,1717
TAS,METRO,1,8,258000,1827
TAS,METRO,1,9,258000,1938
TAS,METRO,1,10,258000,2048
TAS,METRO,1,0,322000,1109
TAS,METRO,1,1,322000,1228
TAS,METRO,1,2,322000,1338
TAS,METRO,1,3,322000,1447
TAS,METRO,1,4,322000,1557
TAS,METRO,1,5,322000,1667
TAS,METRO,1,6,322000,1776
TAS,METRO,1,7,322000,1886
TAS,METRO,1,8,322000,1996
TAS,METRO,1,9,322000,2105
TAS,METRO,1,10,322000,2215
TAS,METRO,1,0,386000,1131
TAS,METRO,1,1,386000,1250
TAS,METRO,1,2,386000,1359
TAS,METRO,1,3,386000,1469
TAS,METRO,1,4,386000,1578
TAS,METRO,1,5,386000,1688
TAS,METRO,1,6,386000,1797
TAS,METRO,1,7,386000,1907
TAS,METRO,1,8,386000,2017
TAS,METRO,1,9,386000,2126
TAS,METRO,1,10,386000,2236
TAS,METRO,1,0,644000,1131
TAS,METRO,1,1,644000,1250
TAS,METRO,1,2,644000,1359
TAS,METRO,1,3,644000,1469
TAS,METRO,1,4,644000,1578
TAS,METRO,1,5,644000,1688
TAS,METRO,1,6,644000,1797
TAS,METRO,1,7,644000,1907
TAS,METRO,1,8,644000,2017
TAS,METRO,1,9,644000,2126
TAS,METRO,1,10,644000,2236
TAS,METRO,2,0,0,601
TAS,METRO,2,1,0,695
TAS,METRO,2,2,0,774
TAS,METRO,2,3,0,871
TAS,METRO,2,4,0,967
TAS,METRO,2,5,0,1063
TAS,METRO,2,6,0,1159
TAS,METRO,2,7,0,1255
TAS,METRO,2,8,0,1351
TAS,METRO,2,9,0,1447
TAS,METRO,2,10,0,1543
TAS,METRO,2,0,26000,601
TAS,METRO,2,1,26000,695
TAS,METRO,2,2,26000,774
TAS,METRO,2,3,26000,871
TAS,METRO,2,4,26000,967
TAS,METRO,2,5,26000,1063
TAS,METRO,2,6,26000,1159
TAS,METRO,2,7,26000,1255
TAS,METRO,2,8,26000,1351
TAS,METRO,2,9,26000,1447
TAS,METRO,2,10,26000,1543
TAS,METRO,2,0,39000,615
TAS,METRO,2,1,39000,695
TAS,METRO,2,2,39000,774
TAS,METRO,2,3,39000,871
TAS,METRO,2,4,39000,967
TAS,METRO,2,5,39000,1063
TAS,METRO,2,6,39000,1159
TAS,METRO,2,7,39000,1255
TAS,METRO,2,8,39000,1351
TAS,METRO,2,9,39000,1447
TAS,METRO,2,10,39000,1543
TAS,METRO,2,0,52000,643
TAS,METRO,2,1,52000,723
TAS,METRO,2,2,52000,803
TAS,METRO,2,3,52000,871
TAS,METRO,2,4,52000,938
TAS,METRO,2,5,52000,1006
TAS,METRO,2,6,52000,1074
TAS,METRO,2,7,52000,1142
TAS,METRO,2,8,52000,1210
TAS,METRO,2,9,52000,1278
TAS,METRO,2,10,52000,1346
TAS,METRO,2,0,64000,683
TAS,METRO,2,1,64000,762
TAS,METRO,2,2,64000,842
TAS,METRO,2,3,64000,910
TAS,METRO,2,4,64000,978
TAS,METRO,2,5,64000,1045
TAS,METRO,2,6,64000,1113
TAS,METRO,2,7,64000,1181
TAS,METRO,2,8,64000,1249
TAS,METRO,2,9,64000,1316
TAS,METRO,2,10,64000,1384
TAS,METRO,2,0,77000,742
TAS,METRO,2,1,77000,821
TAS,METRO,2,2,77000,902
TAS,METRO,2,3,77000,969
TAS,METRO,2,4,77000,1037
TAS,METRO,2,5,77000,1104
TAS,METRO,2,6,77000,1172
TAS,METRO,2,7,77000,1239
TAS,METRO,2,8,77000,1307
TAS,METRO,2,9,77000,1374
TAS,METRO,2,10,77000,1442
TAS,METRO,2,0,103000,829
TAS,METRO,2,1,103000,908
TAS,METRO,2,2,103000,989
TAS,METRO,2,3,103000,1056
TAS,METRO,2,4,103000,1123
TAS,METRO,2,5,103000,1190
TAS,METRO,2,6,103000,1258
TAS,METRO,2,7,103000,1325
TAS,METRO,2,8,103000,1392
TAS,METRO,2,9,103000,1459
TAS,METRO,2,10,103000,1526
TAS,METRO,2,0,129000,904
TAS,METRO,2,1,129000,982
TAS,METRO,2,2,129000,1064
TAS,METRO,2,3,129000,1131
TAS,METRO,2,4,129000,1198
TAS,METRO,2,5,129000,1264
TAS,METRO,2,6,129000,1331
TAS,METRO,2,7,129000,1398
TAS,METRO,2,8,129000,1465
TAS,METRO,2,9,129000,1532
TAS,METRO,2,10,129000,1599
TAS,METRO,2,0,155000,985
TAS,METRO,2,1,155000,1063
TAS,METRO,2,2,155000,1145
TAS,METRO,2,3,155000,1212
TAS,METRO,2,4,155000,1278
TAS,METRO,2,5,155000,1345
TAS,METRO,2,6,155000,1411
TAS,METRO,2,7,155000,1478
TAS,METRO,2,8,155000,1545
TAS,METRO,2,9,155000,1611
TAS,METRO,2,10,155000,1678
TAS,METRO,2,0,180000,1032
TAS,METRO,2,1,180000,1110
TAS,METRO,2,2,180000,1193
TAS,METRO,2,3,180000,1259
TAS,METRO,2,4,180000,1326
TAS,METRO,2,5,180000,1392
TAS,METRO,2,6,180000,1458
TAS,METRO,2,7,180000,1525
TAS,METRO,2,8,180000,1591
TAS,METRO,2,9,180000,1657
TAS,METRO,2,10,180000,1724
TAS,METRO,2,0,206000,1097
TAS,METRO,2,1,206000,1175
TAS,METRO,2,2,206000,1258
TAS,METRO,2,3,206000,1324
TAS,METRO,2,4,206000,1390
TAS,METRO,2,5,206000,1456
TAS,METRO,2,6,206000,1522
TAS,METRO,2,7,206000,1588
TAS,METRO,2,8,206000,1654
TAS,METRO,2,9,206000,1721
TAS,METRO,2,10,206000,1787
TAS,METRO,2,0,258000,1211
TAS,METRO,2,1,258000,1288
TAS,METRO,2,2,258000,1372
TAS,METRO,2,3,258000,1438
TAS,METRO,2,4,258000,1503
TAS,METRO,2,5,258000,1569
TAS,METRO,2,6,258000,1635
TAS,METRO,2,7,258000,1700
TAS,METRO,2,8,258000,1766
TAS,METRO,2,9,258000,1832
TAS,METRO,2,10,258000,1897
TAS,METRO,2,0,322000,1381
TAS,METRO,2,1,322000,1458
TAS,METRO,2,2,322000,1543
TAS,METRO,2,3,322000,1608
TAS,METRO,2,4,322000,1673
TAS,METRO,2,5,322000,1738
TAS,METRO,2,6,322000,1803
TAS,METRO,2,7,322000,1868
TAS,METRO,2,8,322000,1933
TAS,METRO,2,9,322000,1998
TAS,METRO,2,10,322000,2063
TAS,METRO,2,0,386000,1402
TAS,METRO,2,1,386000,1479
TAS,METRO,2,2,386000,1564
TAS,METRO,2,3,386000,1629
TAS,METRO,2,4,386000,1694
TAS,METRO,2,5,386000,1759
TAS,METRO,2,6,386000,1824
TAS,METRO,2,7,386000,1889
TAS,METRO,2,8,386000,1954
TAS,METRO,2,9,386000,2018
TAS,METRO,2,10,386000,2083
TAS,METRO,2,0,644000,1402
TAS,METRO,2,1,644000,1479
TAS,METRO,2,2,644000,1564
TAS,METRO,2,3,644000,1629
TAS,METRO,2,4,644000,1694
TAS,METRO,2,5,644000,1759
TAS,METRO,2,6,644000,1824
TAS,METRO,2,7,644000,1889
TAS,METRO,2,8,644000,1954
TAS,METRO,2,9,644000,2018
TAS,METRO,2,10,644000,2083
TAS,NONMETRO,1,0,0,307
TAS,NONMETRO,1,1,0,426
TAS,NONMETRO,1,2,0,539
TAS,NONMETRO,1,3,0,667
TAS,NONMETRO,1,4,0,795
TAS,NONMETRO,1,5,0,923
TAS,NONMETRO,1,6,0,1051
TAS,NONMETRO,1,7,0,1179
TAS,NONMETRO,1,8,0,1307
TAS,NONMETRO,1,9,0,1435
TAS,NONMETRO,1,10,0,1563
TAS,NONMETRO,1,0,26000,323
TAS,NONMETRO,1,1,26000,426
TAS,NONMETRO,1,2,26000,539
TAS,NONMETRO,1,3,26000,667
TAS,NONMETRO,1,4,26000,795
TAS,NONMETRO,1,5,26000,923
TAS,NONMETRO,1,6,26000,1051
TAS,NONMETRO,1,7,26000,1179
TAS,NONMETRO,1,8,26000,1307
TAS,NONMETRO,1,9,26000,1435
TAS,NONMETRO,1,10,26000,1563
TAS,NONMETRO,1,0,39000,338
TAS,NONMETRO,1,1,39000,441
TAS,NONMETRO,1,2,39000,554
TAS,NONMETRO,1,3,39000,667
TAS,NONMETRO,1,4,39000,781
TAS,NONMETRO,1,5,39000,894
TAS,NONMETRO,1,6,39000,1007
TAS,NONMETRO,1,7,39000,1120
TAS,NONMETRO,1,8,39000,1234
TAS,NONMETRO,1,9,39000,1347
TAS,NONMETRO,1,10,39000,1460
TAS,NONMETRO,1,0,52000,366
TAS,NONMETRO,1,1,52000,470
TAS,NONMETRO,1,2,52000,583
TAS,NONMETRO,1,3,52000,696
TAS,NONMETRO,1,4,52000,809
TAS,NONMETRO,1,5,52000,922
TAS,NONMETRO,1,6,52000,1035
TAS,NONMETRO,1,7,52000,1148
TAS,NONMETRO,1,8,52000,1261
TAS,NONMETRO,1,9,52000,1374
TAS,NONMETRO,1,10,52000,1488
TAS,NONMETRO,1,0,64000,405
TAS,NONMETRO,1,1,64000,510
TAS,NONMETRO,1,2,64000,623
TAS,NONMETRO,1,3,64000,736
TAS,NONMETRO,1,4,64000,849
TAS,NONMETRO,1,5,64000,962
TAS,NONMETRO,1,6,64000,1074
TAS,NONMETRO,1,7,64000,1187
TAS,NONMETRO,1,8,64000,1300
TAS,NONMETRO,1,9,64000,1413
TAS,NONMETRO,1,10,64000,1526
TAS,NONMETRO,1,0,77000,464
TAS,NONMETRO,1,1,77000,570
TAS,NONMETRO,1,2,77000,683
TAS,NONMETRO,1,3,77000,795
TAS,NONMETRO,1,4,77000,908
TAS,NONMETRO,1,5,77000,1021
TAS,NONMETRO,1,6,77000,1133
TAS,NONMETRO,1,7,77000,1246
TAS,NONMETRO,1,8,77000,1359
TAS,NONMETRO,1,9,77000,1471
TAS,NONMETRO,1,10,77000,1584
TAS,NONMETRO,1,0,103000,551
TAS,NONMETRO,1,1,103000,659
TAS,NONMETRO,1,2,103000,771
TAS,NONMETRO,1,3,103000,883
TAS,NONMETRO,1,4,103000,996
TAS,NONMETRO,1,5,103000,1108
TAS,NONMETRO,1,6,103000,1220
TAS,NONMETRO,1,7,103000,1332
TAS,NONMETRO,1,8,103000,1445
TAS,NONMETRO,1,9,103000,1557
TAS,NONMETRO,1,10,103000,1669
TAS,NONMETRO,1,0,129000,626
TAS,NONMETRO,1,1,129000,735
TAS,NONMETRO,1,2,129000,847
TAS,NONMETRO,1,3,129000,959
TAS,NONMETRO,1,4,129000,1071
TAS,NONMETRO,1,5,129000,1183
TAS,NONMETRO,1,6,129000,1294
TAS,NONMETRO,1,7,129000,1406
TAS,NONMETRO,1,8,129000,1518
TAS,NONMETRO,1,9,129000,1630
TAS,NONMETRO,1,10,129000,1742
TAS,NONMETRO,1,0,155000,707
TAS,NONMETRO,1,1,155000,818
TAS,NONMETRO,1,2,155000,929
TAS,NONMETRO,1,3,155000,1041
TAS,NONMETRO,1,4,155000,1152
TAS,NONMETRO,1,5,155000,1264
TAS,NONMETRO,1,6,155000,1375
TAS,NONMETRO,1,7,155000,1487
TAS,NONMETRO,1,8,155000,1598
TAS,NONMETRO,1,9,155000,1710
TAS,NONMETRO,1,10,155000,1821
TAS,NONMETRO,1,0,180000,754
TAS,NONMETRO,1,1,180000,866
TAS,NONMETRO,1,2,180000,977
TAS,NONMETRO,1,3,180000,1089
TAS,NONMETRO,1,4,180000,1200
TAS,NONMETRO,1,5,180000,1311
TAS,NONMETRO,1,6,180000,1423
TAS,NONMETRO,1,7,180000,1534
TAS,NONMETRO,1,8,180000,1645
TAS,NONMETRO,1,9,180000,1756
TAS,NONMETRO,1,10,180000,1868
TAS,NONMETRO,1,0,206000,819
TAS,NONMETRO,1,1,206000,932
TAS,NONMETRO,1,2,206000,1043
TAS,NONMETRO,1,3,206000,1154
TAS,NONMETRO,1,4,206000,1265
TAS,NONMETRO,1,5,206000,1376
TAS,NONMETRO,1,6,206000,1487
TAS,NONMETRO,1,7,206000,1598
TAS,NONMETRO,1,8,206000,1709
TAS,NONMETRO,1,9,206000,1820
TAS,NONMETRO,1,10,206000,1931
TAS,NONMETRO,1,0,258000,933
TAS,NONMETRO,1,1,258000,1048
TAS,NONMETRO,1,2,258000,1159
TAS,NONMETRO,1,3,258000,1269
TAS,NONMETRO,1,4,258000,1380
TAS,NONMETRO,1,5,258000,1490
TAS,NONMETRO,1,6,258000,1600
TAS,NONMETRO,1,7,258000,1711
TAS,NONMETRO,1,8,258000,1821
TAS,NONMETRO,1,9,258000,1932
TAS,NONMETRO,1,10,258000,2042
TAS,NONMETRO,1,0,322000,1103
TAS,NONMETRO,1,1,322000,1222
TAS,NONMETRO,1,2,322000,1331
TAS,NONMETRO,1,3,322000,1441
TAS,NONMETRO,1,4,322000,1551
TAS,NONMETRO,1,5,322000,1660
TAS,NONMETRO,1,6,322000,1770
TAS,NONMETRO,1,7,322000,1880
TAS,NONMETRO,1,8,322000,1989
TAS,NONMETRO,1,9,322000,2099
TAS,NONMETRO,1,10,322000,2209
TAS,NONMETRO,1,0,386000,1124
TAS,NONMETRO,1,1,386000,1243
TAS,NONMETRO,1,2,386000,1353
TAS,NONMETRO,1,3,386000,1463
TAS,NONMETRO,1,4,386000,1572
TAS,NONMETRO,1,5,386000,1682
TAS,NONMETRO,1,6,386000,1791
TAS,NONMETRO,1,7,386000,1901
TAS,NONMETRO,1,8,386000,2010
TAS,NONMETRO,1,9,386000,2120
TAS,NONMETRO,1,10,386000,2230
TAS,NONMETRO,1,0,644000,1124
TAS,NONMETRO,1,1,644000,1243
TAS,NONMETRO,1,2,644000,1353
TAS,NONMETRO,1,3,644000,1463
TAS,NONMETRO,1,4,644000,1572
TAS,NONMETRO,1,5,644000,1682
TAS,NONMETRO,1,6,644000,1791
TAS,NONMETRO,1,7,644000,1901
TAS,NONMETRO,1,8,644000,2010
TAS,NONMETRO,1,9,644000,2120
TAS,NONMETRO,1,10,644000,2230
TAS,NONMETRO,2,0,0,595
TAS,NONMETRO,2,1,0,688
TAS,NONMETRO,2,2,0,768
TAS,NONMETRO,2,3,0,864
TAS,NONMETRO,2,4,0,960
TAS,NONMETRO,2,5,0,1057
TAS,NONMETRO,2,6,0,1153
TAS,NONMETRO,2,7,0,1249
TAS,NONMETRO,2,8,0,1345
TAS,NONMETRO,2,9,0,1441
TAS,NONMETRO,2,10,0,1537
TAS,NONMETRO,2,0,26000,595
TAS,NONMETRO,2,1,26000,688
TAS,NONMETRO,2,2,26000,768
TAS,NONMETRO,2,3,26000,864
TAS,NONMETRO,2,4,26000,960
TAS,NONMETRO,2,5,26000,1057
TAS,NONMETRO,2,6,26000,1153
TAS,NONMETRO,2,7,26000,1249
TAS,NONMETRO,2,8,26000,1345
TAS,NONMETRO,2,9,26000,1441
TAS,NONMETRO,2,10,26000,1537
TAS,NONMETRO,2,0,39000,609
TAS,NONMETRO,2,1,39000,688
TAS,NONMETRO,2,2,39000,768
TAS,NONMETRO,2,3,39000,864
TAS,NONMETRO,2,4,39000,960
TAS,NONMETRO,2,5,39000,1057
TAS,NONMETRO,2,6,39000,1153
TAS,NONMETRO,2,7,39000,1249
TAS,NONMETRO,2,8,39000,1345
TAS,NONMETRO,2,9,39000,1441
TAS,NONMETRO,2,10,39000,1537
TAS,NONMETRO,2,0,52000,637
TAS,NONMETRO,2,1,52000,716
TAS,NONMETRO,2,2,52000,796
TAS,NONMETRO,2,3,52000,864
TAS,NONMETRO,2,4,52000,932
TAS,NONMETRO,2,5,52000,1000
TAS,NONMETRO,2,6,52000,1068
TAS,NONMETRO,2,7,52000,1136
TAS,NONMETRO,2,8,52000,1204
TAS,NONMETRO,2,9,52000,1272
TAS,NONMETRO,2,10,52000,1340
TAS,NONMETRO,2,0,64000,677
TAS,NONMETRO,2,1,64000,756
TAS,NONMETRO,2,2,64000,836
TAS,NONMETRO,2,3,64000,904
TAS,NONMETRO,2,4,64000,972
TAS,NONMETRO,2,5,64000,1039
TAS,NONMETRO,2,6,64000,1107
TAS,NONMETRO,2,7,64000,1175
TAS,NONMETRO,2,8,64000,1242
TAS,NONMETRO,2,9,64000,1310
TAS,NONMETRO,2,10,64000,1378
TAS,NONMETRO,2,0,77000,736
TAS,NONMETRO,2,1,77000,815
TAS,NONMETRO,2,2,77000,895
TAS,NONMETRO,2,3,77000,963
TAS,NONMETRO,2,4,77000,1030
TAS,NONMETRO,2,5,77000,1098
TAS,NONMETRO,2,6,77000,1165
TAS,NONMETRO,2,7,77000,1233
TAS,NONMETRO,2,8,77000,1300
TAS,NONMETRO,2,9,77000,1368
TAS,NONMETRO,2,10,77000,1435
TAS,NONMETRO,2,0,103000,823
TAS,NONMETRO,2,1,103000,902
TAS,NONMETRO,2,2,103000,983
TAS,NONMETRO,2,3,103000,1050
TAS,NONMETRO,2,4,103000,1117
TAS,NONMETRO,2,5,103000,1184
TAS,NONMETRO,2,6,103000,1251
TAS,NONMETRO,2,7,103000,1319
TAS,NONMETRO,2,8,103000,1386
TAS,NONMETRO,2,9,103000,1453
TAS,NONMETRO,2,10,103000,1520
TAS,NONMETRO,2,0,129000,897
TAS,NONMETRO,2,1,129000,976
TAS,NONMETRO,2,2,129000,1058
TAS,NONMETRO,2,3,129000,1124
TAS,NONMETRO,2,4,129000,1191
TAS,NONMETRO,2,5,129000,1258
TAS,NONMETRO,2,6,129000,1325
TAS,NONMETRO,2,7,129000,1392
TAS,NONMETRO,2,8,129000,1459
TAS,NONMETRO,2,9,129000,1526
TAS,NONMETRO,2,10,129000,1593
TAS,NONMETRO,2,0,155000,979
TAS,NONMETRO,2,1,155000,1057
TAS,NONMETRO,2,2,155000,1139
TAS,NONMETRO,2,3,155000,1206
TAS,NONMETRO,2,4,155000,1272
TAS,NONMETRO,2,5,155000,1339
TAS,NONMETRO,2,6,155000,1405
TAS,NONMETRO,2,7,155000,1472
TAS,NONMETRO,2,8,155000,1538
TAS,NONMETRO,2,9,155000,1605
TAS,NONMETRO,2,10,155000,1672
TAS,NONMETRO,2,0,180000,1026
TAS,NONMETRO,2,1,180000,1104
TAS,NONMETRO,2,2,180000,1187
TAS,NONMETRO,2,3,180000,1253
TAS,NONMETRO,2,4,180000,1319
TAS,NONMETRO,2,5,180000,1386
TAS,NONMETRO,2,6,180000,1452
TAS,NONMETRO,2,7,180000,1519
TAS,NONMETRO,2,8,180000,1585
TAS,NONMETRO,2,9,180000,1651
TAS,NONMETRO,2,10,180000,1718
TAS,NONMETRO,2,0,206000,1091
TAS,NONMETRO,2,1,206000,1169
TAS,NONMETRO,2,2,206000,1252
TAS,NONMETRO,2,3,206000,1318
TAS,NONMETRO,2,4,206000,1384
TAS,NONMETRO,2,5,206000,1450
TAS,NONMETRO,2,6,206000,1516
TAS,NONMETRO,2,7,206000,1582
TAS,NONMETRO,2,8,206000,1648
TAS,NONMETRO,2,9,206000,1715
TAS,NONMETRO,2,10,206000,1781
TAS,NONMETRO,2,0,258000,1204
TAS,NONMETRO,2,1,258000,1282
TAS,NONMETRO,2,2,258000,1366
TAS,NONMETRO,2,3,258000,1431
TAS,NONMETRO,2,4,258000,1497
TAS,NONMETRO,2,5,258000,1563
TAS,NONMETRO,2,6,258000,1628
TAS,NONMETRO,2,7,258000,1694
TAS,NONMETRO,2,8,258000,1760
TAS,NONMETRO,2,9,258000,1825
TAS,NONMETRO,2,10,258000,1891
TAS,NONMETRO,2,0,322000,1375
TAS,NONMETRO,2,1,322000,1452
TAS,NONMETRO,2,2,322000,1537
TAS,NONMETRO,2,3,322000,1602
TAS,NONMETRO,2,4,322000,1667
TAS,NONMETRO,2,5,322000,1732
TAS,NONMETRO,2,6,322000,1797
TAS,NONMETRO,2,7,322000,1862
TAS,NONMETRO,2,8,322000,1927
TAS,NONMETRO,2,9,322000,1992
TAS,NONMETRO,2,10,322000,2057
TAS,NONMETRO,2,0,386000,1396
TAS,NONMETRO,2,1,386000,1473
TAS,NONMETRO,2,2,386000,1558
TAS,NONMETRO,2,3,386000,1623
TAS,NONMETRO,2,4,386000,1688
TAS,NONMETRO,2,5,386000,1753
TAS,NONMETRO,2,6,386000,1818
TAS,NONMETRO,2,7,386000,1883
TAS,NONMETRO,2,8,386000,1947
TAS,NONMETRO,2,9,386000,2012
TAS,NONMETRO,2,10,386000,2077
TAS,NONMETRO,2,0,644000,1396
TAS,NONMETRO,2,1,644000,1473
TAS,NONMETRO,2,2,644000,1558
TAS,NONMETRO,2,3,644000,1623
TAS,NONMETRO,2,4,644000,1688
TAS,NONMETRO,2,5,644000,1753
TAS,NONMETRO,2,6,644000,1818
TAS,NONMETRO,2,7,644000,1883
TAS,NONMETRO,2,8,644000,1947
TAS,NONMETRO,2,9,644000,2012
TAS,NONMETRO,2,10,644000,2077
ACT,ALL,1,0,0,339
ACT,ALL,1,1,0,459
ACT,ALL,1,2,0,572
ACT,ALL,1,3,0,700
ACT,ALL,1,4,0,828
ACT,ALL,1,5,0,956
ACT,ALL,1,6,0,1084
ACT,ALL,1,7,0,1211
ACT,ALL,1,8,0,1339
ACT,ALL,1,9,0,1467
ACT,ALL,1,10,0,1595
ACT,ALL,1,0,26000,355
ACT,ALL,1,1,26000,459
ACT,ALL,1,2,26000,572
ACT,ALL,1,3,26000,700
ACT,ALL,1,4,26000,828
ACT,ALL,1,5,26000,956
ACT,ALL,1,6,26000,1084
ACT,ALL,1,7,26000,1211
ACT,ALL,1,8,26000,1339
ACT,ALL,1,9,26000,1467
ACT,ALL,1,10,26000,1595
ACT,ALL,1,0,39000,370
ACT,ALL,1,1,39000,474
ACT,ALL,1,2,39000,587
ACT,ALL,1,3,39000,700
ACT,ALL,1,4,39000,813
ACT,ALL,1,5,39000,926
ACT,ALL,1,6,39000,1039
ACT,ALL,1,7,39000,1152
ACT,ALL,1,8,39000,1265
ACT,ALL,1,9,39000,1379
ACT,ALL,1,10,39000,1492
ACT,ALL,1,0,52000,398
ACT,ALL,1,1,52000,503
ACT,ALL,1,2,52000,616
ACT,ALL,1,3,52000,729
ACT,ALL,1,4,52000,841
ACT,ALL,1,5,52000,954
ACT,ALL,1,6,52000,1067
ACT,ALL,1,7,52000,1180
ACT,ALL,1,8,52000,1293
ACT,ALL,1,9,52000,1406
ACT,ALL,1,10,52000,1519
ACT,ALL,1,0,64000,438
ACT,ALL,1,1,64000,543
ACT,ALL,1,2,64000,656
ACT,ALL,1,3,64000,768
ACT,ALL,1,4,64000,881
ACT,ALL,1,5,64000,994
ACT,ALL,1,6,64000,1107
